Gene	Bc	Ac	Cc	Ai	Bi	Ci
TPRE004517	2771	3062	3350	2570	2548	3710
TPRE004518	263	325	337	290	340	386
TPRE004519	713	772	827	568	696	991
TPRE004520	377	422	477	379	394	510
TPRE004521	6857	9530	11240	7915	8065	11634
TPRE004522	1039	889	1292	982	1105	1285
TPRE004523	28	8	30	14	14	45
TPRE004524	3256	3030	4019	3388	3299	4688
TPRE004525	2223	3300	3829	2385	2888	3113
TPRE004526	587	750	905	648	774	733
TPRE004527	7153	10338	13449	7887	9865	12407
TPRE004528	23	60	49	42	50	39
TPRE004529	3329	6623	9578	5515	6964	7252
TPRE004530	2903	3009	3886	2968	3442	4411
TPRE004531	52	82	85	80	55	103
TPRE004532	73	79	83	83	58	96
TPRE004533	2695	3592	3513	2115	2484	3092
TPRE004534	24	16	13	4	13	15
TPRE004535	1254	1241	1370	1018	1110	1423
TPRE004536	434	606	842	521	663	711
TPRE004537	937	1624	2046	1118	1382	1603
TPRE004538	1662	1593	1835	1366	1484	1945
TPRE004539	797	983	1033	791	990	989
TPRE004540	428	639	695	598	663	729
TPRE004541	200	282	293	199	245	346
TPRE004542	131	222	155	108	115	83
TPRE004543	6	22	4	5	2	4
TPRE004544	1990	2453	2806	2130	2175	2545
TPRE004545	1133	1254	984	647	793	1075
TPRE004546	1120	1109	1553	1202	1411	1541
TPRE004547	821	1139	1150	804	888	988
TPRE004548	1022	1667	2011	1248	1275	1505
TPRE004549	1387	1694	2565	2023	2290	2537
TPRE004550	1452	2112	2863	1589	1943	2148
TPRE004551	0	1	5	2	6	5
TPRE004552	169	167	271	192	268	321
TPRE004553	2254	2584	2753	2099	2517	2681
TPRE004554	1498	1300	1070	920	1114	1341
TPRE004555	4834	6679	8795	5752	6765	8357
TPRE004556	0	0	1	0	2	5
TPRE004557	1545	1450	1909	1406	1496	1843
TPRE004558	1749	2765	3030	1994	2335	2694
TPRE004559	5957	8027	8099	6192	7759	9165
TPRE004560	110	100	212	91	93	151
TPRE004561	289	262	414	255	259	461
TPRE004562	3	4	4	5	7	7
TPRE004563	9	5	9	2	15	21
TPRE004564	92	57	101	65	61	78
TPRE004565	2	20	17	8	22	25
TPRE004566	4	6	15	3	10	24
TPRE004567	21	12	33	10	15	16
TPRE004568	1250	1216	2202	1485	1626	2476
TPRE004569	28	8	13	32	25	58
TPRE004570	18	9	17	20	12	45
TPRE004571	377	345	325	264	319	400
TPRE004572	4235	5029	4706	3907	4482	5177
TPRE004573	360	326	334	228	316	335
TPRE004574	5	7	4	6	6	2
TPRE004575	7276	12339	15171	10578	13249	15255
TPRE004576	103	93	109	63	79	104
TPRE004577	114	127	166	174	169	233
TPRE004578	85	0	4	15	11	22
TPRE004579	3594	3413	4071	3466	3447	4252
TPRE004580	274	278	428	268	270	454
TPRE004581	412	546	685	396	397	630
TPRE004582	11652	18113	21777	15878	19037	20476
TPRE004583	21	21	47	29	42	50
TPRE004584	5020	8256	10717	7450	8578	9641
TPRE004585	1450	1617	1536	1319	1651	1782
TPRE004586	1922	3041	3449	2476	2861	3192
TPRE004587	168	160	274	216	242	243
TPRE004588	4	26	28	17	30	38
TPRE004589	428	530	807	577	670	651
TPRE004590	3904	4023	4505	3709	4119	4791
TPRE004591	375	287	229	171	246	352
TPRE004592	1	1	0	0	0	0
TPRE004593	129	99	113	122	85	165
TPRE004594	649	338	498	409	479	562
TPRE004595	0	1	6	0	1	0
TPRE004596	0	0	0	1	0	0
TPRE004597	0	0	0	0	0	0
TPRE004598	0	0	0	0	0	0
TPRE004599	197	320	371	195	221	242
TPRE004600	225	248	334	907	1170	1101
TPRE004601	2048	2952	4173	2715	3142	3837
TPRE004602	2264	2977	3628	2790	3296	4272
TPRE004603	5	10	13	6	6	10
TPRE004604	219	178	350	227	255	311
TPRE004605	3376	3731	5074	3348	3909	4827
TPRE004606	65	63	96	63	63	118
TPRE004607	409	539	649	591	613	541
TPRE004608	3502	4882	6613	4264	4868	5836
TPRE004609	700	348	586	416	540	663
TPRE004610	161	181	222	232	172	242
TPRE004611	4024	5521	6760	4601	5275	6187
TPRE004612	6639	4183	7093	5150	4830	8285
TPRE004613	3019	2554	3772	2610	3246	3659
TPRE004614	0	0	0	0	0	0
TPRE004615	0	0	0	0	0	0
TPRE004616	0	0	0	0	0	0
TPRE004617	3470	3509	3461	2323	3027	3757
TPRE004618	1369	1793	2359	1495	1784	2053
TPRE004619	1496	1412	1413	1251	1377	1691
TPRE004620	1197	883	734	681	674	895
TPRE004621	1	3	2	0	0	0
TPRE004622	1396	1236	1296	1024	1226	1537
TPRE004623	719	793	875	794	737	932
TPRE004624	965	1470	1758	1156	1392	1537
TPRE004625	11	17	31	16	18	24
TPRE004626	1155	1682	2025	1469	1632	2082
TPRE004627	2094	2704	2859	1866	2568	3061
TPRE004628	1140	1865	2433	1634	2071	2038
TPRE004629	4541	7856	9606	5641	6742	7882
TPRE004630	39495	32977	40120	28662	30409	39070
TPRE004631	1677	2210	2267	1589	1743	2216
TPRE004632	1045	1321	1145	877	1039	1176
TPRE004633	558	562	527	425	558	611
TPRE004634	97	47	58	51	39	86
TPRE004635	971	1645	2010	1346	1371	1441
TPRE004636	2395	1596	2238	1531	1861	2324
TPRE004637	1064	1038	1344	819	919	898
TPRE004638	61	92	100	81	70	80
TPRE004639	10	10	28	7	4	17
TPRE004640	1031	741	960	1216	1063	1659
TPRE004641	8009	4220	6560	4271	4855	5383
TPRE004642	2	2	7	2	5	6
TPRE004643	517	323	627	505	507	928
TPRE004644	20969	7062	15072	14137	15044	19147
TPRE004645	431	605	759	557	615	685
TPRE004646	1263	1783	2908	2056	2658	2646
TPRE004647	291	345	608	428	409	534
TPRE004648	231	293	471	339	415	484
TPRE004649	7517	10851	15095	10586	12413	14388
TPRE004650	8410	8461	9466	7349	7594	9691
TPRE004651	300	329	320	276	313	414
TPRE004652	2440	2369	2906	2238	2123	3013
TPRE004653	1245	1345	1667	1281	1317	1690
TPRE004654	412	590	504	451	606	784
TPRE004655	854	1159	1401	1082	1119	1422
TPRE004656	849	332	617	516	456	718
TPRE004657	718	763	1028	785	863	954
TPRE004658	9861	12031	10213	7990	9117	11424
TPRE004659	1891	608	1514	1264	1244	1639
TPRE004660	4	4	3	5	2	4
TPRE004661	1003	1408	2052	1492	1670	1948
TPRE004662	4455	5968	5831	3849	4948	5546
TPRE004663	187	263	245	230	268	278
TPRE004664	210	296	418	315	309	485
TPRE004665	211	262	259	238	228	241
TPRE004666	3440	3764	4444	3700	3983	4366
TPRE004667	1278	1391	1425	1240	1372	1657
TPRE004668	1456	1755	2303	1862	1884	2337
TPRE004669	2592	3971	5311	3284	4017	4091
TPRE004670	2369	1758	1739	1632	1558	2524
TPRE004671	2605	1643	2575	2188	2011	3089
TPRE004672	4494	5031	5623	4249	4760	5579
TPRE004673	1380	1816	2283	1577	1795	2039
TPRE004674	156	290	338	209	272	287
TPRE004675	555	761	911	577	772	852
TPRE004676	1100	1388	1762	1361	1390	1799
TPRE004677	5095	6990	9030	6333	7334	8587
TPRE004678	1683	796	1770	1468	1780	2067
TPRE004679	321	264	309	288	312	333
TPRE004680	959	959	1205	926	947	1281
TPRE004681	469	335	489	472	527	692
TPRE004682	5676	6696	10258	6846	7440	8897
TPRE004683	284	338	344	210	274	348
TPRE004684	1939	2074	2652	1964	2173	2808
TPRE004685	606	776	782	611	774	745
TPRE004686	45	45	70	25	40	54
TPRE004687	0	1	0	0	0	0
TPRE004688	0	0	0	0	2	0
TPRE004689	1686	2341	2486	1758	1868	2189
TPRE004690	784	1191	1401	881	984	1329
TPRE004691	48	76	99	51	82	76
TPRE004692	1	0	3	0	4	0
TPRE004693	1	3	5	4	0	3
TPRE004694	2	0	0	0	0	0
TPRE004695	352	424	335	334	364	426
TPRE004696	4742	4964	4747	3742	4283	5040
TPRE004697	1008	1377	1569	1092	1404	1494
TPRE004698	30	51	64	38	46	59
TPRE004699	608	763	892	595	780	871
TPRE004700	689	715	705	614	724	816
TPRE004701	0	0	0	0	0	0
TPRE004702	92	139	242	166	164	192
TPRE004703	0	0	0	0	0	0
TPRE004704	589	819	1416	831	835	1241
TPRE004705	0	0	0	0	0	0
TPRE004706	2231	2199	2883	2620	2878	3607
TPRE004707	641	634	662	513	536	728
TPRE004708	5575	8706	11456	7535	8280	9778
TPRE004709	6	8	20	18	8	11
TPRE004710	196	268	300	204	232	268
TPRE004711	293	309	362	298	302	510
TPRE004712	899	1107	2008	1304	1460	2106
TPRE004713	943	5	13	148	49	228
TPRE004714	1387	2049	2685	1987	2125	2638
TPRE004715	853	1135	1220	901	1052	1124
TPRE004716	1146	850	1739	1351	1525	1697
TPRE004717	8	16	12	21	20	27
TPRE004718	546	380	419	367	354	577
TPRE004719	1773	2942	3573	2351	2660	3000
TPRE004720	10690	6226	6491	5448	5743	7314
TPRE004721	714	1084	1110	1017	1076	1235
TPRE004722	773	1089	1231	893	1144	1133
TPRE004723	5612	6341	8932	6714	8164	10598
TPRE004724	210	230	401	294	434	468
TPRE004725	11	3	1	2	3	3
TPRE004726	34	0	9	7	6	20
TPRE004727	3	0	2	5	13	20
TPRE004728	332	418	317	306	358	424
TPRE004729	205	255	381	411	367	494
TPRE004730	29	21	19	22	37	24
TPRE004731	5482	2692	6103	6821	9238	8720
TPRE004732	13	4	21	14	12	32
TPRE004733	138	84	149	174	176	219
TPRE004734	415	419	483	470	416	583
TPRE004735	1851	2164	2238	1689	1854	2254
TPRE004736	7253	9552	8647	5916	6965	7701
TPRE004737	2895	1660	2829	2211	2148	3130
TPRE004738	1272	1108	1628	1203	1442	1675
TPRE004739	8636	11925	13757	9376	10598	12649
TPRE004740	4	5	12	14	13	4
TPRE004741	663	583	740	621	636	785
TPRE004742	551	596	741	621	653	792
TPRE004743	3631	3503	3924	3175	2892	4502
TPRE004744	27347	21309	26679	21076	22845	27713
TPRE004745	2971	4662	5495	3924	4640	5279
TPRE004746	332	471	533	358	407	422
TPRE004747	2217	2625	3196	2460	2620	3183
TPRE004748	1767	1761	1823	1543	1687	2202
TPRE004749	12304	14737	13581	10785	11245	14181
TPRE004750	435	459	431	309	334	451
TPRE004751	111	85	180	124	116	186
TPRE004752	1189	1324	1260	942	1049	1196
TPRE004753	138	153	178	165	158	161
TPRE004754	59	23	61	49	63	86
TPRE004755	165	98	143	141	102	171
TPRE004756	2662	2454	2610	2512	2240	3399
TPRE004757	386	473	564	439	318	707
TPRE004758	113	75	185	90	162	233
TPRE004759	1306	606	1438	1589	1582	1774
TPRE004760	913	851	925	673	734	978
TPRE004761	2648	3204	3758	2651	2937	3666
TPRE004762	716	931	1140	926	1052	1192
TPRE004763	7059	10928	12554	10010	11246	13904
TPRE004764	665	827	868	676	631	809
TPRE004765	562	585	602	539	588	720
TPRE004766	146	174	164	138	152	197
TPRE004767	409	612	873	662	653	684
TPRE004768	4228	6066	6887	5060	5629	6600
TPRE004769	465	428	455	434	363	652
TPRE004770	23	24	50	45	44	47
TPRE004771	392	504	538	398	396	580
TPRE004772	227	372	632	409	388	536
TPRE004773	927	787	1167	824	825	1308
TPRE004774	1163	1820	2362	1660	1885	2074
TPRE004775	16013	17195	20543	15502	17114	21340
TPRE004776	660	909	1058	814	818	1037
TPRE004777	562	760	993	697	734	922
TPRE004778	1905	2389	3845	2798	3504	3713
TPRE004779	23	30	42	18	32	34
TPRE004780	948	1086	1725	1275	1514	1847
TPRE004781	116	129	189	95	102	173
TPRE004782	3478	2292	3576	2762	3123	3774
TPRE004783	12	23	14	8	23	16
TPRE004784	469	486	730	508	587	651
TPRE004785	5738	8720	10305	6516	7568	8695
TPRE004786	1404	2078	3658	2421	2823	3221
TPRE004787	1039	1387	1706	1265	1467	1546
TPRE004788	3402	4176	7029	4845	5183	7073
TPRE004789	249	305	423	320	302	325
TPRE004790	1744	2077	2184	1535	1710	1831
TPRE004791	237	304	317	217	253	326
TPRE004792	2273	2728	3170	2339	2451	3205
TPRE004793	391	582	841	563	628	1024
TPRE004794	316	501	826	449	476	746
TPRE004795	36	36	87	40	34	82
TPRE004796	76	111	137	95	81	172
TPRE004797	517	602	522	367	474	566
TPRE004798	316	437	467	368	462	451
TPRE004799	1817	2126	2634	1736	2050	2402
TPRE004800	1820	2495	2858	1839	2256	2427
TPRE004801	1345	2356	2878	1962	2106	2430
TPRE004802	1027	646	889	805	965	1125
TPRE004803	125	39	104	88	90	80
TPRE004804	0	0	0	1	1	0
TPRE004805	66	61	128	72	94	132
TPRE004806	97	108	147	112	87	191
TPRE004807	6335	8030	9376	6717	6885	8997
TPRE004808	5315	6556	9353	6987	6311	10726
TPRE004809	498	669	761	565	662	877
TPRE004810	2531	1396	2021	1768	1811	2683
TPRE004811	1786	1362	1531	1196	1509	2075
TPRE004812	823	721	800	638	689	1066
TPRE004813	739	186	233	205	181	254
TPRE004814	47	8	7	14	11	8
TPRE004815	3659	3625	4200	3130	3580	4428
TPRE004816	8589	11272	12950	9381	10462	12331
TPRE004817	825	984	1119	852	1063	1168
TPRE004818	3148	3331	4149	3321	3191	4439
TPRE004819	5721	916	935	860	851	1078
TPRE004820	886	1019	1088	866	1017	1160
TPRE004821	234	269	453	284	315	405
TPRE004822	2506	2236	3136	2497	2458	3153
TPRE004823	5164	8598	11792	6270	8061	8746
TPRE004824	3485	4739	5072	3362	4084	4623
TPRE004825	15	18	17	28	39	37
TPRE004826	3	0	3	2	0	1
TPRE004827	5	2	2	3	6	10
TPRE004828	0	1	0	0	0	1
TPRE004829	753	1155	1450	1079	1118	1655
TPRE004830	20333	13026	18064	14834	15096	21099
TPRE004831	6297	5027	6145	5443	5326	6739
TPRE004832	307	168	296	235	248	378
TPRE004833	1417	2232	2829	1879	2332	2349
TPRE004834	0	1	2	0	0	1
TPRE004835	0	0	2	0	0	0
TPRE004836	0	3	2	0	0	1
TPRE004837	90	143	117	91	97	86
TPRE004838	9	23	15	7	8	12
TPRE004839	10	6	12	8	14	11
TPRE004840	19	24	21	19	34	38
TPRE004841	0	0	0	1	0	0
TPRE004842	23	47	35	12	34	25
TPRE004843	36	71	86	63	54	83
TPRE004844	0	0	2	1	0	0
TPRE004845	0	0	0	0	0	0
TPRE004846	21	10	12	5	9	10
TPRE004847	1500	2057	2383	1668	1886	2160
TPRE004848	2917	3750	4618	3041	3651	4279
TPRE004849	161	199	271	236	252	284
TPRE004850	0	4	1	2	0	13
TPRE004851	1557	2321	3345	1835	2132	2701
TPRE004852	11	3	13	9	14	21
TPRE004853	56	36	46	17	34	44
TPRE004854	13	30	15	12	17	14
TPRE004855	153	309	438	399	406	485
TPRE004856	2193	4270	4523	2777	3246	4251
TPRE004857	81	173	195	148	183	191
TPRE004858	603	472	666	433	506	651
TPRE004859	2714	3870	5840	3315	3834	4989
TPRE004860	3342	4745	5636	3595	4235	4800
TPRE004861	1645	2113	2799	2137	2443	2545
TPRE004862	474	655	937	680	766	914
TPRE004863	1968	2648	3572	2718	2956	3527
TPRE004864	1938	2315	2659	2555	2452	3497
TPRE004865	16	22	44	30	23	39
TPRE004866	680	1207	1409	1217	1306	1687
TPRE004867	1704	2586	3157	2210	2061	3480
TPRE004868	8	0	14	5	1	4
TPRE004869	1148	668	1183	1078	1065	1723
TPRE004870	10	12	23	12	29	34
TPRE004871	12	16	20	18	18	12
TPRE004872	81	93	180	90	110	191
TPRE004873	16	31	24	15	14	27
TPRE004874	4528	3716	5005	3161	2854	5261
TPRE004875	340	388	413	365	360	506
TPRE004876	564	646	769	637	676	787
TPRE004877	83	85	167	115	104	147
TPRE004878	459	764	859	539	597	758
TPRE004879	13	16	16	28	16	23
TPRE004880	1	6	4	4	3	14
TPRE004881	383	550	700	378	453	551
TPRE004882	6163	8144	9371	6140	7314	8363
TPRE004883	3352	4550	7033	4585	5366	6465
TPRE004884	35	58	50	56	73	59
TPRE004885	8777	10058	13063	9787	10208	15196
TPRE004886	746	1012	1333	929	1167	1234
TPRE004887	7	4	2	3	0	5
TPRE004888	1574	2534	3266	2128	2422	2582
TPRE004889	493	468	795	568	665	921
TPRE004890	722	1127	1714	1037	1244	1356
TPRE004891	584	949	1317	819	1067	1198
TPRE004892	4652	3278	4897	4007	3733	4679
TPRE004893	13	10	9	22	14	15
TPRE004894	521	608	568	357	544	597
TPRE004895	339	122	303	191	249	319
TPRE004896	1387	1619	1419	1024	1120	1364
TPRE004897	1581	1194	1341	1074	1189	1601
TPRE004898	150	235	368	210	263	198
TPRE004899	83	86	126	78	89	138
TPRE004900	1834	1577	1823	1754	1739	2234
TPRE004901	5333	5750	6658	5559	6025	6570
TPRE004902	1396	2216	2697	1724	2030	2361
TPRE004903	298	294	362	287	378	353
TPRE004904	73	104	115	87	119	127
TPRE004905	2169	2556	2965	2088	2263	2897
TPRE004906	4137	5532	5481	3849	4312	4944
TPRE004907	1313	1775	2371	1483	1768	2264
TPRE004908	1869	2310	2732	1882	2081	2546
TPRE004909	11	37	41	29	50	48
TPRE004910	834	1242	1400	990	1251	1301
TPRE004911	8232	2975	7400	6503	6614	11468
TPRE004912	22615	26336	32640	21495	24348	30640
TPRE004913	4997	4154	4906	5098	4554	8365
TPRE004914	0	0	0	2	3	4
TPRE004915	3	4	7	3	3	3
TPRE004916	1115	1452	1894	1631	1529	2098
TPRE004917	15	10	7	2	6	4
TPRE004918	0	0	0	0	0	1
TPRE004919	208	297	410	348	385	397
TPRE004920	3588	3707	3987	3102	3058	7723
TPRE004921	4493	4159	5520	3785	3944	5736
TPRE004922	25	46	63	34	57	49
TPRE004923	0	0	2	0	0	0
TPRE004924	0	0	0	0	0	0
TPRE004925	1326	2089	2938	1803	2158	2615
TPRE004926	47	56	112	66	79	96
TPRE004927	50	65	132	75	67	101
TPRE004928	1911	3039	3630	2271	2779	3084
TPRE004929	1556	2745	3277	2395	2528	3180
TPRE004930	1020	1407	1687	1105	1275	1418
TPRE004931	4088	5473	6206	4052	4842	5607
TPRE004932	24939	16961	32195	6858	3847	21037
TPRE004933	804	660	758	698	636	1137
TPRE004934	131	184	225	218	223	252
TPRE004935	1145	1545	2028	1508	1682	1845
TPRE004936	1491	1453	1777	1293	1114	1652
TPRE004937	3767	5002	6697	4261	4662	5775
TPRE004938	2858	4712	6947	4592	5681	6623
TPRE004939	37	12	36	26	42	56
TPRE004940	32	18	42	53	72	95
TPRE004941	2631	3142	5043	3418	3665	5367
TPRE004942	4022	5196	5289	3431	4108	4350
TPRE004943	16647	12744	17932	12460	12179	19977
TPRE004944	6567	6014	7897	6267	6538	9358
TPRE004945	1124	669	824	714	735	1015
TPRE004946	10	3	32	8	6	6
TPRE004947	523	872	1276	849	1149	1234
TPRE004948	281	418	364	230	332	350
TPRE004949	1116	1554	1218	836	887	1201
TPRE004950	22	40	53	32	30	61
TPRE004951	3456	3773	4230	3265	3474	3964
TPRE004952	491	507	653	587	554	684
TPRE004953	128	6	23	15	16	22
TPRE004954	2	0	1	0	0	3
TPRE004955	7909	2343	3024	2675	2659	3249
TPRE004956	578	975	1585	740	1039	998
TPRE004957	305	434	578	475	526	614
TPRE004958	2254	3640	3938	2937	3177	3688
TPRE004959	352	476	442	516	427	741
TPRE004960	6944	9451	13400	7861	9376	9952
TPRE004961	1068	1157	1489	1067	998	1689
TPRE004962	1181	858	1172	1159	1271	1610
TPRE004963	1029	1383	1607	1142	1387	1546
TPRE004964	2077	3933	4676	2860	3179	3850
TPRE004965	394	276	563	352	304	571
TPRE004966	70	54	107	81	79	147
TPRE004967	365	423	463	484	430	470
TPRE004968	921	1254	1592	1154	1297	1550
TPRE004969	842	1019	1284	967	999	1455
TPRE004970	37	37	44	43	56	76
TPRE004971	610	582	507	494	482	598
TPRE004972	19	13	15	26	24	30
TPRE004973	1917	2874	3304	2125	2693	2965
TPRE004974	345	480	681	472	525	616
TPRE004975	0	0	0	0	0	0
TPRE004976	3432	4102	4498	3159	3506	4675
TPRE004977	9	9	9	2	8	4
TPRE004978	0	0	0	1	0	0
TPRE004979	2277	2656	3651	2710	2776	3874
TPRE004980	2631	3726	4792	3687	3837	4393
TPRE004981	399	320	502	289	438	672
TPRE004982	311	276	350	306	305	462
TPRE004983	1401	2256	2549	1791	1914	2389
TPRE004984	1006	1639	1871	1212	1324	1514
TPRE004985	1602	1543	2029	1587	1543	1906
TPRE004986	1104	1469	1770	1172	1134	1816
TPRE004987	1248	914	1405	949	982	1661
TPRE004988	947	1373	2157	1229	1465	1597
TPRE004989	1213	1764	1995	1398	1618	1810
TPRE004990	1993	2324	2749	1962	2401	2849
TPRE004991	3500	3632	4304	3470	3575	4605
TPRE004992	6	3	0	2	1	0
TPRE004993	27	43	70	36	60	42
TPRE004994	54	0	6	22	22	21
TPRE004995	5011	7298	9753	6224	6645	8123
TPRE004996	244	253	281	179	158	217
TPRE004997	234	373	421	264	304	366
TPRE004998	8	14	9	13	11	9
TPRE004999	23	19	38	15	13	14
TPRE005000	0	0	0	0	0	0
TPRE005001	5	8	3	3	11	11
TPRE005002	7	2	9	5	4	3
TPRE005003	0	0	0	0	0	0
TPRE005004	0	1	2	0	2	0
TPRE005005	2	0	0	0	0	1
TPRE005006	1160	712	943	729	608	1440
TPRE005007	4093	5653	5845	3895	5046	5782
TPRE005008	841	904	1253	913	980	1353
TPRE005009	2341	2274	3135	2661	2442	3246
TPRE005010	1999	3701	4973	3759	4498	4808
TPRE005011	566	538	453	402	440	535
TPRE005012	1361	2038	2429	1550	1997	2198
TPRE005013	190	213	255	219	208	248
TPRE005014	544	560	645	477	575	633
TPRE005015	1302	1592	1636	1175	1261	1634
TPRE005016	0	2	4	1	0	0
TPRE005017	2	3	4	7	21	11
TPRE005018	47	39	90	46	76	90
TPRE005019	9	37	30	27	37	25
TPRE005020	49	85	94	59	71	63
TPRE005021	1933	2350	2756	2054	2185	3019
TPRE005022	655	772	749	594	716	682
TPRE005023	12	23	12	21	22	40
TPRE005024	0	0	0	0	0	0
TPRE005025	63	54	68	95	76	92
TPRE005026	0	0	0	0	0	0
TPRE005027	0	0	0	0	0	0
TPRE005028	43	24	52	56	75	53
TPRE005029	50	35	72	79	104	111
TPRE005030	244	191	227	264	293	310
TPRE005031	65	47	90	233	340	329
TPRE005032	1475	2106	2508	1670	1986	2086
TPRE005033	2348	2728	3394	2560	2973	3418
TPRE005034	206	314	400	261	333	454
TPRE005035	4	1	2	4	4	11
TPRE005036	5	12	13	8	10	13
TPRE005037	3	1	5	3	5	3
TPRE005038	971	1220	1338	967	1117	1235
TPRE005039	837	1027	1251	790	968	1228
TPRE005040	1181	1871	2198	1442	1850	1959
TPRE005041	13330	20558	26054	16654	19864	21548
TPRE005042	3928	6351	8254	5334	6557	7328
TPRE005043	257	344	387	267	248	312
TPRE005044	37	20	56	65	36	48
TPRE005045	781	1215	1467	1062	1220	1446
TPRE005046	81	68	86	90	89	88
TPRE005047	2463	3630	4449	2864	3504	4028
TPRE005048	726	959	949	693	768	852
TPRE005049	12	21	41	12	16	35
TPRE005050	51	40	63	40	64	53
TPRE005051	11	10	5	3	4	0
TPRE005052	39	0	1	10	11	4
TPRE005053	83	89	127	87	128	197
TPRE005054	104	24	143	88	117	76
TPRE005055	4	3	4	7	0	4
TPRE005056	8	7	28	30	16	26
TPRE005057	0	0	0	0	0	0
TPRE005058	3	0	0	3	6	6
TPRE005059	560	595	891	764	857	895
TPRE005060	1797	2741	3931	2324	3145	3248
TPRE005061	132	147	258	169	249	248
TPRE005062	707	917	1497	975	1150	1329
TPRE005063	1409	2695	3312	1729	2248	2668
TPRE005064	394	765	784	470	575	751
TPRE005065	381	532	785	491	614	659
TPRE005066	1292	1672	1849	1485	1530	1897
TPRE005067	2418	3217	4801	3075	3328	4589
TPRE005068	12372	18307	24314	16064	19120	21133
TPRE005069	3756	4289	8025	4740	5266	7022
TPRE005070	740	892	1151	808	871	1140
TPRE005071	1	1	1	3	2	0
TPRE005072	1001	806	1238	1045	991	1400
TPRE005073	16	22	19	38	31	23
TPRE005074	1580	1157	1404	1874	2499	2195
TPRE005075	1141	1169	1293	931	1124	1466
TPRE005076	6426	9449	14256	8830	10546	13463
TPRE005077	616	651	1045	895	856	1120
TPRE005078	447	547	726	487	514	612
TPRE005079	593	670	835	668	637	911
TPRE005080	1074	1411	1909	1355	1632	2029
TPRE005081	49	36	79	36	40	78
TPRE005082	2	1	5	1	3	10
TPRE005083	332	317	536	425	379	502
TPRE005084	78	92	103	113	106	113
TPRE005085	4	7	2	9	7	3
TPRE005086	178	70	106	87	148	108
TPRE005087	216	333	453	230	320	410
TPRE005088	573	1083	1347	728	890	1010
TPRE005089	335	337	402	340	313	362
TPRE005090	6	6	3	5	10	4
TPRE005091	23	2	12	38	0	153
TPRE005092	0	0	0	0	0	0
TPRE005093	25	19	44	32	26	25
TPRE005094	59	54	111	97	92	110
TPRE005095	727	885	1461	975	1132	1301
TPRE005096	16428	9971	20086	12605	17576	18378
TPRE005097	849	1530	1725	1157	1401	1430
TPRE005098	1048	1396	1666	1218	1384	1645
TPRE005099	1724	2236	2892	2187	2288	2878
TPRE005100	74	61	115	94	108	86
TPRE005101	756	990	900	689	765	914
TPRE005102	2152	2299	3511	2458	2537	3470
TPRE005103	659	1027	1219	788	932	1121
TPRE005104	19	14	23	11	14	23
TPRE005105	6073	8511	8189	4712	5878	7313
TPRE005106	469	222	417	265	302	354
TPRE005107	356	435	531	358	366	546
TPRE005108	544	386	705	477	603	670
TPRE005109	8588	14487	21916	13073	17148	17273
TPRE005110	255	142	264	221	209	201
TPRE005111	1650	1846	2185	1473	1851	2108
TPRE005112	1571	2312	2432	1702	1920	2188
TPRE005113	95	147	176	118	135	204
TPRE005114	194	243	305	177	250	303
TPRE005115	432	706	964	635	835	853
TPRE005116	2	26	21	19	2	7
TPRE005117	0	0	0	0	0	0
TPRE005118	0	0	1	0	1	2
TPRE005119	17	17	42	13	23	17
TPRE005120	0	1	2	0	0	2
TPRE005121	89	109	169	129	144	160
TPRE005122	83	137	141	104	125	151
TPRE005123	483	662	619	438	507	582
TPRE005124	625	404	586	616	659	774
TPRE005125	2466	3766	3416	2165	2426	2783
TPRE005126	0	0	0	0	0	0
TPRE005127	52	48	65	74	82	106
TPRE005128	2555	4478	4053	2937	2936	3672
TPRE005129	6	8	16	14	10	17
TPRE005130	1520	2713	2919	1772	2227	2540
TPRE005131	51	18	58	40	43	54
TPRE005132	12	5	8	3	9	15
TPRE005133	12	12	17	7	5	13
TPRE005134	233	378	454	210	322	408
TPRE005135	1573	2247	3029	1972	2367	2730
TPRE005136	89	109	168	115	145	181
TPRE005137	265	139	255	150	176	274
TPRE005138	69	92	107	88	94	122
TPRE005139	486	534	872	788	831	1063
TPRE005140	2874	3160	4100	3138	3371	4023
TPRE005141	3258	4665	7104	4566	5207	6117
TPRE005142	593	868	1112	674	842	984
TPRE005143	3740	7142	7524	4317	5035	5420
TPRE005144	216	206	330	279	270	314
